DrugBank.ID1,DrugBank.ID1,repoDB_status
DB00320,DB00788,1
DB00320,DB00918,1
DB00320,DB00936,1
DB00320,DB00945,1
DB00320,DB00952,1
DB00320,DB00953,1
DB00320,DB00998,1
DB00320,DB01174,1
DB00321,DB00344,1
DB00321,DB00404,1
DB00321,DB00458,1
DB00321,DB00472,1
DB00321,DB00475,1
DB00321,DB00540,1
DB00321,DB00543,1
DB00321,DB00715,1
DB00321,DB00726,1
DB00321,DB00780,1
DB00321,DB00850,1
DB00321,DB00934,1
DB00321,DB01104,1
DB00321,DB01142,1
DB00321,DB01151,1
DB00321,DB01156,1
DB00321,DB01171,1
DB00321,DB01545,1
DB00321,DB08998,1
DB00321,DB09016,1
DB00321,DB09244,1
DB00321,DB09245,1
DB00323,DB00368,1
DB00323,DB00376,1
DB00323,DB00387,1
DB00323,DB00413,1
DB00323,DB00494,1
DB00323,DB00714,1
DB00323,DB00810,1
DB00323,DB00915,1
DB00323,DB00942,1
DB00323,DB00988,1
DB00323,DB01037,1
DB00323,DB01200,1
DB00323,DB01235,1
DB00323,DB01367,1
DB00323,DB05271,1
DB00323,DB06262,1
DB00324,DB00341,1
DB00324,DB00366,1
DB00324,DB00388,1
DB00324,DB00397,1
DB00324,DB00405,1
DB00324,DB00420,1
DB00324,DB00427,1
DB00324,DB00434,1
DB00324,DB00455,1
DB00324,DB00465,1
DB00324,DB00557,1
DB00324,DB00620,1
DB00324,DB00626,1
DB00324,DB00634,1
DB00324,DB00637,1
DB00324,DB00684,1
DB00324,DB00716,1
DB00324,DB00719,1
DB00324,DB00741,1
DB00324,DB00747,1
DB00324,DB00748,1
DB00324,DB00751,1
DB00324,DB00768,1
DB00324,DB00781,1
DB00324,DB00792,1
DB00324,DB00835,1
DB00324,DB00852,1
DB00324,DB00858,1
DB00324,DB00860,1
DB00324,DB00873,1
DB00324,DB00885,1
DB00324,DB00896,1
DB00324,DB00902,1
DB00324,DB00920,1
DB00324,DB00950,1
DB00324,DB00967,1
DB00324,DB00972,1
DB00324,DB00994,1
DB00324,DB01003,1
DB00324,DB01069,1
DB00324,DB01075,1
DB00324,DB01084,1
DB00324,DB01106,1
DB00324,DB01114,1
DB00324,DB01146,1
DB00324,DB01176,1
DB00324,DB01234,1
DB00324,DB01246,1
DB00324,DB01364,1
DB00324,DB01380,1
DB00324,DB01619,1
DB00324,DB01620,1
DB00324,DB02703,1
DB00324,DB04890,1
DB00324,DB06691,1
DB00324,DB06766,1
DB00324,DB08799,1
DB00324,DB08936,1
DB00324,DB09488,1
DB00324,DB09555,1
DB00325,DB00335,1
DB00325,DB00343,1
DB00325,DB00350,1
DB00325,DB00373,1
DB00325,DB00381,1
DB00325,DB00384,1
DB00325,DB00401,1
DB00325,DB00421,1
DB00325,DB00436,1
DB00325,DB00457,1
DB00325,DB00492,1
DB00325,DB00519,1
DB00325,DB00521,1
DB00325,DB00524,1
DB00325,DB00528,1
DB00325,DB00542,1
DB00325,DB00571,1
DB00325,DB00575,1
DB00325,DB00584,1
DB00325,DB00590,1
DB00325,DB00594,1
DB00325,DB00598,1
DB00325,DB00612,1
DB00325,DB00622,1
DB00325,DB00629,1
DB00325,DB00657,1
DB00325,DB00661,1
DB00325,DB00678,1
DB00325,DB00691,1
DB00325,DB00695,1
DB00325,DB00700,1
DB00325,DB00722,1
DB00325,DB00774,1
DB00325,DB00790,1
DB00325,DB00796,1
DB00325,DB00800,1
DB00325,DB00808,1
DB00325,DB00841,1
DB00325,DB00876,1
DB00325,DB00880,1
DB00325,DB00881,1
DB00325,DB00960,1
DB00325,DB00966,1
DB00325,DB00968,1
DB00325,DB00982,1
DB00325,DB00988,1
DB00325,DB00999,1
DB00325,DB01018,1
DB00325,DB01021,1
DB00325,DB01023,1
DB00325,DB01029,1
DB00325,DB01076,1
DB00325,DB01115,1
DB00325,DB01119,1
DB00325,DB01136,1
DB00325,DB01162,1
DB00325,DB01170,1
DB00325,DB01193,1
DB00325,DB01197,1
DB00325,DB01203,1
DB00325,DB01229,1
DB00325,DB01275,1
DB00325,DB01324,1
DB00325,DB01340,1
DB00325,DB01348,1
DB00325,DB01349,1
DB00325,DB01359,1
DB00325,DB01427,1
DB00325,DB01580,1
DB00325,DB01626,1
DB00325,DB04846,1
DB00325,DB04861,1
DB00325,DB04899,1
DB00325,DB04920,1
DB00325,DB08808,1
DB00325,DB08822,1
DB00325,DB09026,1
DB00325,DB09229,1
DB00325,DB09230,1
DB00325,DB09235,1
DB00325,DB09279,1
DB00325,DB09477,1
DB00326,DB01022,1
DB00326,DB01064,1
DB00326,DB01070,1
DB00326,DB01164,1
DB00326,DB01344,1
DB00326,DB01377,1
DB00326,DB06724,1
DB00326,DB09263,1
DB00327,DB00333,1
DB00327,DB00341,1
DB00327,DB00366,1
DB00327,DB00388,1
DB00327,DB00397,1
DB00327,DB00427,1
DB00327,DB00454,1
DB00327,DB00455,1
DB00327,DB00462,1
DB00327,DB00465,1
DB00327,DB00482,1
DB00327,DB00497,1
DB00327,DB00514,1
DB00327,DB00573,1
DB00327,DB00575,1
DB00327,DB00586,1
DB00327,DB00611,1
DB00327,DB00647,1
DB00327,DB00652,1
DB00327,DB00704,1
DB00327,DB00719,1
DB00327,DB00725,1
DB00327,DB00747,1
DB00327,DB00748,1
DB00327,DB00749,1
DB00327,DB00784,1
DB00327,DB00788,1
DB00327,DB00813,1
DB00327,DB00844,1
DB00327,DB00852,1
DB00327,DB00854,1
DB00327,DB00861,1
DB00327,DB00868,1
DB00327,DB00874,1
DB00327,DB00899,1
DB00327,DB00921,1
DB00327,DB00936,1
DB00327,DB00939,1
DB00327,DB00945,1
DB00327,DB00956,1
DB00327,DB00963,1
DB00327,DB00967,1
DB00327,DB01009,1
DB00327,DB01050,1
DB00327,DB01064,1
DB00327,DB01086,1
DB00327,DB01114,1
DB00327,DB01176,1
DB00327,DB01183,1
DB00327,DB01192,1
DB00327,DB01209,1
DB00327,DB01237,1
DB00327,DB01240,1
DB00327,DB01356,1
DB00327,DB01364,1
DB00327,DB01397,1
DB00327,DB01452,1
DB00327,DB01551,1
DB00327,DB01600,1
DB00327,DB01620,1
DB00327,DB04837,1
DB00327,DB06204,1
DB00327,DB06283,1
DB00327,DB06691,1
DB00327,DB06715,1
DB00327,DB06725,1
DB00327,DB06767,1
DB00327,DB08439,1
DB00327,DB08797,1
DB00327,DB08936,1
DB00327,DB09084,1
DB00327,DB09154,1
DB00327,DB09213,1
DB00327,DB09396,1
DB00327,DB09488,1
DB00328,DB00437,1
DB00328,DB00443,1
DB00328,DB00461,1
DB00328,DB00482,1
DB00328,DB00500,1
DB00328,DB00554,1
DB00328,DB00563,1
DB00328,DB00573,1
DB00328,DB00586,1
DB00328,DB00605,1
DB00328,DB00608,1
DB00328,DB00620,1
DB00328,DB00635,1
DB00328,DB00667,1
DB00328,DB00712,1
DB00328,DB00741,1
DB00328,DB00749,1
DB00328,DB00788,1
DB00328,DB00795,1
DB00328,DB00814,1
DB00328,DB00859,1
DB00328,DB00860,1
DB00328,DB00861,1
DB00328,DB00936,1
DB00328,DB00939,1
DB00328,DB00945,1
DB00328,DB00959,1
DB00328,DB00991,1
DB00328,DB00993,1
DB00328,DB00995,1
DB00328,DB01009,1
DB00328,DB01050,1
DB00328,DB01097,1
DB00328,DB01234,1
DB00328,DB01281,1
DB00328,DB01283,1
DB00328,DB01356,1
DB00328,DB01380,1
DB00328,DB01394,1
DB00328,DB01397,1
DB00328,DB01399,1
DB00328,DB01600,1
DB00328,DB01611,1
DB00328,DB06273,1
DB00328,DB06674,1
DB00328,DB08880,1
DB00328,DB08895,1
DB00328,DB08904,1
DB00328,DB08984,1
DB00328,DB09212,1
DB00328,DB09213,1
DB00328,DB09276,1
DB00328,DB11320,1
DB00330,DB00339,1
DB00330,DB00609,1
DB00330,DB00951,1
DB00330,DB01045,1
DB00330,DB01082,1
DB00330,DB01201,1
DB00330,DB08903,1
DB00330,DB08993,1
DB00331,DB00491,1
DB00331,DB00672,1
DB00331,DB00731,1
DB00331,DB00839,1
DB00331,DB00912,1
DB00331,DB01016,1
DB00331,DB01067,1
DB00331,DB01120,1
DB00331,DB01124,1
DB00331,DB01132,1
DB00331,DB01251,1
DB00331,DB01252,1
DB00331,DB01261,1
DB00331,DB01289,1
DB00331,DB01382,1
DB00331,DB04876,1
DB00331,DB04878,1
DB00331,DB06203,1
DB00331,DB06292,1
DB00331,DB06335,1
DB00331,DB06655,1
DB00331,DB08882,1
DB00331,DB08907,1
DB00331,DB09038,1
DB00331,DB09043,1
DB00331,DB09045,1
DB00331,DB09198,1
DB00331,DB09265,1
DB00332,DB00341,1
DB00332,DB00366,1
DB00332,DB00368,1
DB00332,DB00388,1
DB00332,DB00394,1
DB00332,DB00397,1
DB00332,DB00405,1
DB00332,DB00420,1
DB00332,DB00427,1
DB00332,DB00434,1
DB00332,DB00443,1
DB00332,DB00455,1
DB00332,DB00462,1
DB00332,DB00471,1
DB00332,DB00514,1
DB00332,DB00557,1
DB00332,DB00588,1
DB00332,DB00595,1
DB00332,DB00618,1
DB00332,DB00620,1
DB00332,DB00635,1
DB00332,DB00637,1
DB00332,DB00651,1
DB00332,DB00668,1
DB00332,DB00671,1
DB00332,DB00681,1
DB00332,DB00719,1
DB00332,DB00741,1
DB00332,DB00747,1
DB00332,DB00748,1
DB00332,DB00759,1
DB00332,DB00764,1
DB00332,DB00768,1
DB00332,DB00788,1
DB00332,DB00792,1
DB00332,DB00816,1
DB00332,DB00835,1
DB00332,DB00852,1
DB00332,DB00860,1
DB00332,DB00871,1
DB00332,DB00874,1
DB00332,DB00885,1
DB00332,DB00902,1
DB00332,DB00935,1
DB00332,DB00936,1
DB00332,DB00938,1
DB00332,DB00950,1
DB00332,DB00954,1
DB00332,DB00956,1
DB00332,DB00959,1
DB00332,DB00967,1
DB00332,DB00972,1
DB00332,DB00978,1
DB00332,DB00983,1
DB00332,DB00986,1
DB00332,DB01000,1
DB00332,DB01001,1
DB00332,DB01003,1
DB00332,DB01017,1
DB00332,DB01059,1
DB00332,DB01114,1
DB00332,DB01146,1
DB00332,DB01150,1
DB00332,DB01165,1
DB00332,DB01176,1
DB00332,DB01222,1
DB00332,DB01223,1
DB00332,DB01234,1
DB00332,DB01237,1
DB00332,DB01240,1
DB00332,DB01246,1
DB00332,DB01260,1
DB00332,DB01274,1
DB00332,DB01291,1
DB00332,DB01364,1
DB00332,DB01380,1
DB00332,DB01409,1
DB00332,DB01410,1
DB00332,DB01411,1
DB00332,DB01430,1
DB00332,DB01551,1
DB00332,DB01619,1
DB00332,DB01620,1
DB00332,DB02703,1
DB00332,DB04837,1
DB00332,DB06151,1
DB00332,DB06282,1
DB00332,DB06691,1
DB00332,DB06694,1
DB00332,DB06715,1
DB00332,DB06764,1
DB00332,DB06767,1
DB00332,DB07615,1
DB00332,DB08799,1
DB00332,DB08897,1
DB00332,DB08906,1
DB00332,DB08936,1
DB00332,DB09076,1
DB00332,DB09080,1
DB00332,DB09082,1
DB00332,DB09154,1
DB00332,DB09485,1
DB00332,DB09488,1
DB00332,DB09555,1
DB00332,DB11591,1
DB00333,DB00454,1
DB00333,DB00465,1
DB00333,DB00497,1
DB00333,DB00575,1
DB00333,DB00704,1
DB00333,DB00921,1
DB00333,DB01050,1
DB00333,DB01192,1
DB00333,DB01452,1
DB00333,DB04948,1
DB00333,DB06283,1
DB00334,DB00370,1
DB00334,DB00391,1
DB00334,DB00408,1
DB00334,DB00420,1
DB00334,DB00433,1
DB00334,DB00472,1
DB00334,DB00476,1
DB00334,DB00477,1
DB00334,DB00502,1
DB00334,DB00555,1
DB00334,DB00564,1
DB00334,DB00623,1
DB00334,DB00656,1
DB00334,DB00715,1
DB00334,DB00734,1
DB00334,DB00752,1
DB00334,DB00794,1
DB00334,DB00831,1
DB00334,DB00850,1
DB00334,DB00875,1
DB00334,DB00933,1
DB00334,DB01037,1
DB00334,DB01142,1
DB00334,DB01149,1
DB00334,DB01156,1
DB00334,DB01174,1
DB00334,DB01175,1
DB00334,DB01224,1
DB00334,DB01238,1
DB00334,DB01239,1
DB00334,DB01247,1
DB00334,DB01267,1
DB00334,DB01356,1
DB00334,DB01618,1
DB00334,DB01621,1
DB00334,DB01623,1
DB00334,DB04842,1
DB00334,DB04946,1
DB00334,DB06016,1
DB00334,DB06144,1
DB00334,DB06148,1
DB00334,DB06216,1
DB00334,DB06594,1
DB00334,DB06684,1
DB00334,DB06700,1
DB00334,DB08815,1
DB00334,DB08918,1
DB00334,DB08922,1
DB00334,DB09068,1
DB00334,DB09128,1
DB00334,DB09167,1
DB00334,DB09223,1
DB00335,DB00343,1
DB00335,DB00350,1
DB00335,DB00373,1
DB00335,DB00381,1
DB00335,DB00384,1
DB00335,DB00401,1
DB00335,DB00421,1
DB00335,DB00436,1
DB00335,DB00457,1
DB00335,DB00492,1
DB00335,DB00519,1
DB00335,DB00521,1
DB00335,DB00524,1
DB00335,DB00528,1
DB00335,DB00542,1
DB00335,DB00571,1
DB00335,DB00575,1
DB00335,DB00584,1
DB00335,DB00590,1
DB00335,DB00594,1
DB00335,DB00598,1
DB00335,DB00612,1
DB00335,DB00622,1
DB00335,DB00629,1
DB00335,DB00657,1
DB00335,DB00661,1
DB00335,DB00678,1
DB00335,DB00691,1
DB00335,DB00695,1
DB00335,DB00700,1
DB00335,DB00722,1
DB00335,DB00774,1
DB00335,DB00790,1
DB00335,DB00796,1
DB00335,DB00808,1
DB00335,DB00876,1
DB00335,DB00880,1
DB00335,DB00881,1
DB00335,DB00883,1
DB00335,DB00936,1
DB00335,DB00945,1
DB00335,DB00946,1
DB00335,DB00960,1
DB00335,DB00966,1
DB00335,DB00968,1
DB00335,DB00982,1
DB00335,DB00999,1
DB00335,DB01018,1
DB00335,DB01020,1
DB00335,DB01021,1
DB00335,DB01023,1
DB00335,DB01029,1
DB00335,DB01076,1
DB00335,DB01115,1
DB00335,DB01136,1
DB00335,DB01162,1
DB00335,DB01170,1
DB00335,DB01193,1
DB00335,DB01197,1
DB00335,DB01203,1
DB00335,DB01229,1
DB00335,DB01244,1
DB00335,DB01275,1
DB00335,DB01324,1
DB00335,DB01340,1
DB00335,DB01348,1
DB00335,DB01349,1
DB00335,DB01359,1
DB00335,DB01580,1
DB00335,DB01626,1
DB00335,DB04846,1
DB00335,DB04861,1
DB00335,DB04920,1
DB00335,DB08808,1
DB00335,DB08822,1
DB00335,DB09026,1
DB00335,DB09229,1
DB00335,DB09230,1
DB00335,DB09235,1
DB00335,DB09279,1
DB00335,DB09477,1
DB00336,DB00355,1
DB00336,DB00415,1
DB00336,DB00438,1
DB00336,DB00440,1
DB00336,DB00493,1
DB00336,DB00537,1
DB00336,DB00567,1
DB00336,DB00576,1
DB00336,DB00578,1
DB00336,DB00618,1
DB00336,DB00671,1
DB00336,DB00698,1
DB00336,DB00766,1
DB00336,DB00828,1
DB00336,DB01015,1
DB00336,DB01044,1
DB00336,DB01059,1
DB00336,DB01060,1
DB00336,DB01082,1
DB00336,DB01112,1
DB00336,DB01137,1
DB00336,DB01139,1
DB00336,DB01140,1
DB00336,DB01165,1
DB00336,DB01212,1
DB00336,DB01326,1
DB00336,DB01328,1
DB00336,DB01330,1
DB00336,DB01331,1
DB00336,DB01332,1
DB00336,DB01333,1
DB00336,DB01413,1
DB00336,DB01416,1
DB00336,DB01607,1
DB00336,DB06756,1
DB00338,DB00364,1
DB00338,DB00383,1
DB00338,DB00424,1
DB00338,DB00448,1
DB00338,DB00462,1
DB00338,DB00475,1
DB00338,DB00501,1
DB00338,DB00517,1
DB00338,DB00585,1
DB00338,DB00604,1
DB00338,DB00670,1
DB00338,DB00725,1
DB00338,DB00736,1
DB00338,DB00747,1
DB00338,DB00782,1
DB00338,DB00863,1
DB00338,DB00927,1
DB00338,DB00940,1
DB00338,DB00986,1
DB00338,DB01129,1
DB00338,DB01233,1
DB00338,DB01625,1
DB00338,DB04843,1
DB00338,DB05265,1
DB00338,DB06723,1
DB00338,DB08806,1
DB00338,DB09087,1
DB00338,DB09104,1
DB00338,DB09154,1
DB00338,DB09221,1
DB00338,DB09281,1
DB00338,DB09481,1
DB00339,DB00609,1
DB00339,DB00951,1
DB00339,DB01045,1
DB00339,DB01082,1
DB00339,DB01201,1
DB00339,DB08903,1
DB00339,DB08993,1
DB00340,DB00376,1
DB00340,DB00387,1
DB00340,DB00810,1
DB00340,DB00915,1
DB00340,DB00988,1
DB00340,DB01173,1
DB00340,DB01186,1
DB00340,DB01235,1
DB00341,DB00366,1
DB00341,DB00388,1
DB00341,DB00394,1
DB00341,DB00397,1
DB00341,DB00405,1
DB00341,DB00420,1
DB00341,DB00427,1
DB00341,DB00434,1
DB00341,DB00443,1
DB00341,DB00455,1
DB00341,DB00462,1
DB00341,DB00465,1
DB00341,DB00471,1
DB00341,DB00514,1
DB00341,DB00557,1
DB00341,DB00588,1
DB00341,DB00620,1
DB00341,DB00635,1
DB00341,DB00637,1
DB00341,DB00684,1
DB00341,DB00716,1
DB00341,DB00719,1
DB00341,DB00741,1
DB00341,DB00747,1
DB00341,DB00748,1
DB00341,DB00751,1
DB00341,DB00764,1
DB00341,DB00768,1
DB00341,DB00788,1
DB00341,DB00792,1
DB00341,DB00835,1
DB00341,DB00852,1
DB00341,DB00858,1
DB00341,DB00860,1
DB00341,DB00873,1
DB00341,DB00874,1
DB00341,DB00885,1
DB00341,DB00902,1
DB00341,DB00920,1
DB00341,DB00935,1
DB00341,DB00936,1
DB00341,DB00945,1
DB00341,DB00950,1
DB00341,DB00956,1
DB00341,DB00959,1
DB00341,DB00967,1
DB00341,DB00972,1
DB00341,DB01003,1
DB00341,DB01064,1
DB00341,DB01069,1
DB00341,DB01075,1
DB00341,DB01084,1
DB00341,DB01106,1
DB00341,DB01114,1
DB00341,DB01146,1
DB00341,DB01176,1
DB00341,DB01222,1
DB00341,DB01234,1
DB00341,DB01237,1
DB00341,DB01240,1
DB00341,DB01246,1
DB00341,DB01260,1
DB00341,DB01364,1
DB00341,DB01380,1
DB00341,DB01410,1
DB00341,DB01411,1
DB00341,DB01551,1
DB00341,DB01619,1
DB00341,DB01620,1
DB00341,DB02703,1
DB00341,DB04837,1
DB00341,DB04890,1
DB00341,DB06282,1
DB00341,DB06691,1
DB00341,DB06694,1
DB00341,DB06715,1
DB00341,DB06764,1
DB00341,DB06766,1
DB00341,DB06767,1
DB00341,DB07615,1
DB00341,DB08799,1
DB00341,DB08906,1
DB00341,DB08936,1
DB00341,DB09154,1
DB00341,DB09488,1
DB00341,DB09555,1
DB00341,DB09571,1
DB00341,DB11591,1
DB00343,DB00350,1
DB00343,DB00373,1
DB00343,DB00381,1
DB00343,DB00384,1
DB00343,DB00390,1
DB00343,DB00401,1
DB00343,DB00421,1
DB00343,DB00436,1
DB00343,DB00457,1
DB00343,DB00492,1
DB00343,DB00519,1
DB00343,DB00521,1
DB00343,DB00524,1
DB00343,DB00528,1
DB00343,DB00542,1
DB00343,DB00571,1
DB00343,DB00575,1
DB00343,DB00584,1
DB00343,DB00590,1
DB00343,DB00594,1
DB00343,DB00598,1
DB00343,DB00612,1
DB00343,DB00622,1
DB00343,DB00629,1
DB00343,DB00640,1
DB00343,DB00657,1
DB00343,DB00661,1
DB00343,DB00678,1
DB00343,DB00691,1
DB00343,DB00695,1
DB00343,DB00700,1
DB00343,DB00722,1
DB00343,DB00723,1
DB00343,DB00774,1
DB00343,DB00790,1
DB00343,DB00796,1
DB00343,DB00808,1
DB00343,DB00876,1
DB00343,DB00880,1
DB00343,DB00881,1
DB00343,DB00883,1
DB00343,DB00960,1
DB00343,DB00966,1
DB00343,DB00968,1
DB00343,DB00975,1
DB00343,DB00982,1
DB00343,DB00999,1
DB00343,DB01004,1
DB00343,DB01018,1
DB00343,DB01020,1
DB00343,DB01021,1
DB00343,DB01023,1
DB00343,DB01029,1
DB00343,DB01076,1
DB00343,DB01115,1
DB00343,DB01136,1
DB00343,DB01162,1
DB00343,DB01170,1
DB00343,DB01182,1
DB00343,DB01193,1
DB00343,DB01197,1
DB00343,DB01203,1
DB00343,DB01229,1
DB00343,DB01244,1
DB00343,DB01275,1
DB00343,DB01324,1
DB00343,DB01340,1
DB00343,DB01348,1
DB00343,DB01349,1
DB00343,DB01359,1
DB00343,DB01580,1
DB00343,DB01626,1
DB00343,DB04846,1
DB00343,DB04861,1
DB00343,DB04920,1
DB00343,DB08808,1
DB00343,DB08822,1
DB00343,DB09026,1
DB00343,DB09229,1
DB00343,DB09230,1
DB00343,DB09235,1
DB00343,DB09279,1
DB00343,DB09477,1
DB00344,DB00458,1
DB00344,DB00472,1
DB00344,DB00540,1
DB00344,DB00543,1
DB00344,DB00715,1
DB00344,DB00726,1
DB00344,DB00780,1
DB00344,DB00934,1
DB00344,DB01104,1
DB00344,DB01142,1
DB00344,DB01151,1
DB00344,DB01156,1
DB00344,DB01171,1
DB00344,DB01545,1
DB00344,DB08998,1
DB00344,DB09016,1
DB00344,DB09244,1
DB00344,DB09245,1
DB00346,DB00590,1
DB00346,DB00706,1
DB00346,DB00820,1
DB00346,DB01126,1
DB00346,DB01162,1
DB00346,DB01216,1
DB00346,DB06207,1
DB00347,DB00418,1
DB00347,DB00555,1
DB00347,DB00564,1
DB00347,DB00593,1
DB00347,DB00599,1
DB00347,DB00617,1
DB00347,DB00794,1
DB00347,DB00819,1
DB00347,DB00832,1
DB00347,DB00849,1
DB00347,DB00949,1
DB00347,DB01068,1
DB00347,DB01121,1
DB00347,DB01174,1
DB00347,DB01320,1
DB00347,DB01351,1
DB00347,DB05246,1
DB00349,DB00555,1
DB00349,DB00564,1
DB00349,DB00794,1
DB00349,DB00949,1
DB00349,DB01068,1
DB00349,DB01174,1
DB00349,DB06201,1
DB00350,DB00373,1
DB00350,DB00381,1
DB00350,DB00384,1
DB00350,DB00401,1
DB00350,DB00421,1
DB00350,DB00436,1
DB00350,DB00457,1
DB00350,DB00492,1
DB00350,DB00519,1
DB00350,DB00521,1
DB00350,DB00524,1
DB00350,DB00528,1
DB00350,DB00542,1
DB00350,DB00571,1
DB00350,DB00575,1
DB00350,DB00584,1
DB00350,DB00590,1
DB00350,DB00594,1
DB00350,DB00598,1
DB00350,DB00612,1
DB00350,DB00622,1
DB00350,DB00629,1
DB00350,DB00657,1
DB00350,DB00661,1
DB00350,DB00678,1
DB00350,DB00691,1
DB00350,DB00695,1
DB00350,DB00700,1
DB00350,DB00722,1
DB00350,DB00774,1
DB00350,DB00790,1
DB00350,DB00796,1
DB00350,DB00808,1
DB00350,DB00876,1
DB00350,DB00880,1
DB00350,DB00881,1
DB00350,DB00960,1
DB00350,DB00966,1
DB00350,DB00968,1
DB00350,DB00982,1
DB00350,DB00999,1
DB00350,DB01018,1
DB00350,DB01021,1
DB00350,DB01023,1
DB00350,DB01029,1
DB00350,DB01076,1
DB00350,DB01115,1
DB00350,DB01136,1
DB00350,DB01162,1
DB00350,DB01170,1
DB00350,DB01193,1
DB00350,DB01197,1
DB00350,DB01203,1
DB00350,DB01229,1
DB00350,DB01275,1
DB00350,DB01324,1
DB00350,DB01340,1
DB00350,DB01348,1
DB00350,DB01349,1
DB00350,DB01359,1
DB00350,DB01580,1
DB00350,DB01626,1
DB00350,DB04846,1
DB00350,DB04861,1
DB00350,DB04920,1
DB00350,DB08808,1
DB00350,DB08822,1
DB00350,DB09026,1
DB00350,DB09229,1
DB00350,DB09230,1
DB00350,DB09235,1
DB00350,DB09279,1
DB00350,DB09477,1
DB00351,DB00396,1
DB00351,DB00603,1
DB00351,DB00624,1
DB00351,DB01185,1
DB00351,DB01217,1
DB00351,DB01420,1
DB00351,DB01590,1
DB00351,DB06710,1
DB00352,DB00694,1
DB00352,DB00987,1
DB00352,DB00997,1
DB00352,DB01177,1
DB00352,DB01204,1
DB00352,DB01262,1
DB00353,DB00429,1
DB00353,DB00929,1
DB00353,DB01253,1
DB00354,DB00568,1
DB00354,DB00737,1
DB00354,DB00747,1
DB00354,DB00985,1
DB00354,DB01176,1
DB00355,DB00415,1
DB00355,DB00417,1
DB00355,DB00438,1
DB00355,DB00440,1
DB00355,DB00456,1
DB00355,DB00467,1
DB00355,DB00479,1
DB00355,DB00485,1
DB00355,DB00493,1
DB00355,DB00535,1
DB00355,DB00537,1
DB00355,DB00551,1
DB00355,DB00560,1
DB00355,DB00567,1
DB00355,DB00576,1
DB00355,DB00578,1
DB00355,DB00595,1
DB00355,DB00607,1
DB00355,DB00618,1
DB00355,DB00671,1
DB00355,DB00681,1
DB00355,DB00684,1
DB00355,DB00685,1
DB00355,DB00698,1
DB00355,DB00713,1
DB00355,DB00759,1
DB00355,DB00760,1
DB00355,DB00766,1
DB00355,DB00781,1
DB00355,DB00798,1
DB00355,DB00827,1
DB00355,DB00828,1
DB00355,DB00833,1
DB00355,DB00916,1
DB00355,DB00948,1
DB00355,DB00954,1
DB00355,DB00976,1
DB00355,DB00978,1
DB00355,DB00994,1
DB00355,DB01000,1
DB00355,DB01015,1
DB00355,DB01017,1
DB00355,DB01044,1
DB00355,DB01053,1
DB00355,DB01059,1
DB00355,DB01060,1
DB00355,DB01061,1
DB00355,DB01066,1
DB00355,DB01082,1
DB00355,DB01112,1
DB00355,DB01137,1
DB00355,DB01139,1
DB00355,DB01140,1
DB00355,DB01147,1
DB00355,DB01150,1
DB00355,DB01155,1
DB00355,DB01165,1
DB00355,DB01172,1
DB00355,DB01190,1
DB00355,DB01208,1
DB00355,DB01211,1
DB00355,DB01212,1
DB00355,DB01326,1
DB00355,DB01327,1
DB00355,DB01328,1
DB00355,DB01330,1
DB00355,DB01331,1
DB00355,DB01332,1
DB00355,DB01333,1
DB00355,DB01413,1
DB00355,DB01416,1
DB00355,DB01597,1
DB00355,DB01598,1
DB00355,DB01602,1
DB00355,DB01603,1
DB00355,DB01606,1
DB00355,DB01607,1
DB00355,DB02703,1
DB00355,DB06211,1
DB00355,DB06219,1
DB00355,DB06590,1
DB00355,DB06756,1
DB00355,DB06799,1
DB00355,DB09050,1
DB00355,DB09060,1
DB00355,DB09320,1
DB00355,DB09324,1
DB00355,DB09525,1
DB00356,DB00395,1
DB00356,DB00423,1
DB00356,DB00660,1
DB00356,DB00697,1
DB00356,DB00829,1
DB00356,DB00856,1
DB00356,DB00924,1
DB00356,DB01173,1
DB00356,DB01219,1
DB00356,DB11582,1
DB00358,DB00608,1
DB00358,DB01087,1
DB00358,DB01611,1
DB00359,DB00741,1
DB00359,DB00795,1
DB00359,DB00860,1
DB00359,DB01014,1
DB00359,DB01015,1
DB00359,DB01380,1
DB00359,DB05245,1
DB00359,DB06674,1
DB00359,DB09033,1
DB00361,DB00441,1
DB00361,DB00530,1
DB00361,DB00642,1
DB00361,DB00707,1
DB00361,DB01229,1
DB00361,DB01248,1
DB00361,DB05578,1
DB00361,DB09035,1
DB00361,DB09037,1
DB00361,DB09079,1
DB00361,DB09559,1
DB00361,DB11363,1
DB00362,DB00520,1
DB00362,DB00582,1
DB00362,DB00681,1
DB00362,DB01141,1
DB00362,DB01167,1
DB00363,DB00679,1
DB00364,DB00448,1
DB00364,DB00501,1
DB00364,DB00585,1
DB00364,DB00863,1
DB00364,DB00927,1
DB00364,DB01129,1
DB00364,DB06723,1
DB00366,DB00388,1
DB00366,DB00394,1
DB00366,DB00397,1
DB00366,DB00405,1
DB00366,DB00420,1
DB00366,DB00427,1
DB00366,DB00434,1
DB00366,DB00443,1
DB00366,DB00455,1
DB00366,DB00462,1
DB00366,DB00465,1
DB00366,DB00471,1
DB00366,DB00514,1
DB00366,DB00527,1
DB00366,DB00557,1
DB00366,DB00588,1
DB00366,DB00620,1
DB00366,DB00635,1
DB00366,DB00637,1
DB00366,DB00645,1
DB00366,DB00684,1
DB00366,DB00716,1
DB00366,DB00719,1
